"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"118","tt2231554","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Grave Encounters 2","Feature Film","John Poliquin","","5.1","95","2012","horror","16810","2012-10-02","http://www.imdb.com/title/tt2231554/"
"119","tt0873886","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Red State","Feature Film","Kevin Smith","","6.2","88","2011","action, crime, horror, thriller","52875","2011-01-23","http://www.imdb.com/title/tt0873886/"
"120","tt1467304","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Human Centipede (First Sequence)","Feature Film","Tom Six","","4.4","92","2009","horror","56788","2009-08-30","http://www.imdb.com/title/tt1467304/"
"121","tt0100814","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Tremors","Feature Film","Ron Underwood","8","7.1","96","1990","comedy, horror, sci_fi","88927","1990-01-19","http://www.imdb.com/title/tt0100814/"
"122","tt0119345","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","I Know What You Did Last Summer","Feature Film","Jim Gillespie","5","5.6","101","1997","horror, mystery, thriller","104422","1997-10-17","http://www.imdb.com/title/tt0119345/"
"123","tt0251736","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","House of 1000 Corpses","Feature Film","Rob Zombie","","6.0","89","2003","horror","60185","2003-03-13","http://www.imdb.com/title/tt0251736/"
"124","tt0391198","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Grudge","Feature Film","Takashi Shimizu","5","5.9","91","2004","horror, mystery, thriller","113762","2004-10-22","http://www.imdb.com/title/tt0391198/"
"125","tt0432348","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Saw II","Feature Film","Darren Lynn Bousman","5","6.6","93","2005","horror, mystery","186649","2005-10-28","http://www.imdb.com/title/tt0432348/"
"126","tt0475944","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Covenant","Feature Film","Renny Harlin","","5.3","97","2006","action, fantasy, horror, thriller","39262","2006-09-08","http://www.imdb.com/title/tt0475944/"
"127","tt0758746","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Friday the 13th","Feature Film","Marcus Nispel","7","5.6","97","2009","horror","74136","2009-02-09","http://www.imdb.com/title/tt0758746/"
"128","tt1139668","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Unborn","Feature Film","David S. Goyer","","4.8","88","2009","drama, horror, mystery, thriller","41653","2009-01-09","http://www.imdb.com/title/tt1139668/"
"129","tt0795351","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Case 39","Feature Film","Christian Alvart","6","6.2","109","2009","horror, mystery, thriller","59685","2009-08-13","http://www.imdb.com/title/tt0795351/"
"130","tt1320244","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Last Exorcism","Feature Film","Daniel Stamm","5","5.6","87","2010","drama, horror, thriller","41186","2010-06-24","http://www.imdb.com/title/tt1320244/"
"131","tt1536044","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Paranormal Activity 2","Feature Film","Tod Williams","","5.7","91","2010","horror","81281","2010-10-20","http://www.imdb.com/title/tt1536044/"
"132","tt1017460","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Splice","Feature Film","Vincenzo Natali","","5.8","104","2009","drama, horror, sci_fi","78943","2009-10-06","http://www.imdb.com/title/tt1017460/"
"133","tt0780653","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Wolfman","Feature Film","Joe Johnston","6","5.8","103","2010","drama, fantasy, horror, thriller","88982","2010-01-27","http://www.imdb.com/title/tt0780653/"
"134","tt1161864","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Rite","Feature Film","Mikael Håfström","5","6.0","114","2011","drama, horror, mystery, thriller","75190","2011-01-26","http://www.imdb.com/title/tt1161864/"
"135","tt1265990","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Roommate","Feature Film","Christian E. Christiansen","","4.8","91","2011","drama, horror, thriller","28878","2011-02-04","http://www.imdb.com/title/tt1265990/"
"136","tt1772240","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Apollo 18","Feature Film","Gonzalo López-Gallego","6","5.2","86","2011","horror, mystery, sci_fi, thriller","46899","2011-09-01","http://www.imdb.com/title/tt1772240/"
"137","tt1984153","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Excision","Feature Film","Richard Bates Jr.","","6.1","81","2012","drama, horror","15184","2012-01-21","http://www.imdb.com/title/tt1984153/"
"138","tt1362058","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Cockneys vs Zombies","Feature Film","Matthias Hoene","","5.9","88","2012","action, comedy, crime, fantasy, horror","14725","2012-08-23","http://www.imdb.com/title/tt1362058/"
"139","tt2126362","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Stitches","Feature Film","Conor McMahon","","5.7","86","2012","comedy, horror","6461","2012-05-19","http://www.imdb.com/title/tt2126362/"
"140","tt1989475","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Chained","Feature Film","Jennifer Lynch","8","6.4","94","2012","horror, thriller","12220","2012-08-05","http://www.imdb.com/title/tt1989475/"
"141","tt1634121","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Intruders","Feature Film","Juan Carlos Fresnadillo","","5.4","100","2011","fantasy, horror, thriller","17428","2011-09-12","http://www.imdb.com/title/tt1634121/"
"142","tt1369706","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Ward","Feature Film","John Carpenter","","5.6","89","2010","horror","33733","2010-09-13","http://www.imdb.com/title/tt1369706/"
"143","tt1179069","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","6 Souls","Feature Film","Mårlind & Stein, Mårlind & Stein","","6.1","112","2010","horror, mystery, thriller","25319","2010-03-27","http://www.imdb.com/title/tt1179069/"
"144","tt1316536","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Loved Ones","Feature Film","Sean Byrne","","6.7","84","2009","horror, thriller","27292","2009-09-13","http://www.imdb.com/title/tt1316536/"
"145","tt0123755","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Cube","Feature Film","Vincenzo Natali","9","7.3","90","1997","mystery, sci_fi, thriller","158548","1997-09-09","http://www.imdb.com/title/tt0123755/"
"146","tt0077651","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Halloween","Feature Film","John Carpenter","6","7.9","91","1978","horror, thriller","155869","1978-10-25","http://www.imdb.com/title/tt0077651/"
"147","tt0091064","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Fly","Feature Film","David Cronenberg","8","7.5","96","1986","drama, horror, sci_fi","116700","1986-08-15","http://www.imdb.com/title/tt0091064/"
"148","tt0096256","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","They Live","Feature Film","John Carpenter","","7.3","93","1988","horror, sci_fi","72002","1988-11-04","http://www.imdb.com/title/tt0096256/"
"149","tt0107120","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Hocus Pocus","Feature Film","Kenny Ortega","","6.7","96","1993","comedy, family, fantasy","59899","1993-07-16","http://www.imdb.com/title/tt0107120/"
"150","tt0116365","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Frighteners","Feature Film","Peter Jackson","","7.1","110","1996","comedy, fantasy, horror","67824","1996-07-19","http://www.imdb.com/title/tt0116365/"
"151","tt0120082","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Scream 2","Feature Film","Wes Craven","","6.1","120","1997","horror, mystery","123603","1997-12-10","http://www.imdb.com/title/tt0120082/"
"152","tt0120657","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The 13th Warrior","Feature Film","John McTiernan","9","6.6","102","1999","action, adventure, history","100854","1999-06-25","http://www.imdb.com/title/tt0120657/"
"153","tt0134084","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Scream 3","Feature Film","Wes Craven","","5.5","116","2000","horror, mystery","97474","2000-02-03","http://www.imdb.com/title/tt0134084/"
"154","tt0120681","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","From Hell","Feature Film","The Hughes Brothers, The Hughes Brothers","","6.8","122","2001","mystery, thriller","123671","2001-09-08","http://www.imdb.com/title/tt0120681/"
"155","tt0329101","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Freddy vs. Jason","Feature Film","Ronny Yu","3","5.8","97","2003","action, horror, thriller","88253","2003-08-13","http://www.imdb.com/title/tt0329101/"
"156","tt0419706","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Doom","Feature Film","Andrzej Bartkowiak","3","5.2","105","2005","action, adventure, horror, sci_fi, thriller","87416","2005-10-20","http://www.imdb.com/title/tt0419706/"
"157","tt0404032","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Exorcism of Emily Rose","Feature Film","Scott Derrickson","7","6.7","119","2005","drama, horror, thriller","95365","2005-09-01","http://www.imdb.com/title/tt0404032/"
"158","tt0414982","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Final Destination 3","Feature Film","James Wong","","5.8","93","2006","horror","101562","2006-02-09","http://www.imdb.com/title/tt0414982/"
"159","tt0489270","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Saw III","Feature Film","Darren Lynn Bousman","","6.2","108","2006","horror, mystery","140530","2006-10-26","http://www.imdb.com/title/tt0489270/"
"160","tt0439815","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Slither","Feature Film","James Gunn","","6.5","95","2006","comedy, horror, sci_fi","61258","2006-03-31","http://www.imdb.com/title/tt0439815/"
"161","tt0758730","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Aliens vs. Predator: Requiem","Feature Film","The Brothers Strause, The Brothers Strause","4","4.7","94","2007","action, horror, sci_fi, thriller","91870","2007-12-25","http://www.imdb.com/title/tt0758730/"
"162","tt0790686","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Mirrors","Feature Film","Alexandre Aja","","6.2","110","2008","horror, mystery","85287","2008-08-14","http://www.imdb.com/title/tt0790686/"
"163","tt1132626","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Saw V","Feature Film","David Hackl","","5.8","92","2008","horror, mystery","87399","2008-10-23","http://www.imdb.com/title/tt1132626/"
"164","tt1144884","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Final Destination","Feature Film","David R. Ellis","","5.2","82","2009","horror","74430","2009-08-26","http://www.imdb.com/title/tt1144884/"
"165","tt1179891","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","My Bloody Valentine","Feature Film","Patrick Lussier","","5.5","101","2009","horror, thriller","45277","2009-01-08","http://www.imdb.com/title/tt1179891/"
"166","tt1477076","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Saw 3D: The Final Chapter","Feature Film","Kevin Greutert","","5.6","90","2010","horror, mystery","67066","2010-10-21","http://www.imdb.com/title/tt1477076/"
"167","tt1270761","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Don't Be Afraid of the Dark","Feature Film","Troy Nixey","","5.6","99","2010","fantasy, horror, thriller","40471","2010-11-06","http://www.imdb.com/title/tt1270761/"
"168","tt1641975","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Citadel","Feature Film","Ciaran Foy","","5.5","84","2012","drama, horror, thriller","5476","2012-03-11","http://www.imdb.com/title/tt1641975/"
"169","tt1464580","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Stake Land","Feature Film","Jim Mickle","","6.5","98","2010","drama, horror, sci_fi","33923","2010-09-17","http://www.imdb.com/title/tt1464580/"
"170","tt0120177","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Spawn","Feature Film","Mark A.Z. Dippé","","5.2","96","1997","action, horror","52418","1997-07","http://www.imdb.com/title/tt0120177/"
"171","tt0133751","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","The Faculty","Feature Film","Robert Rodriguez","","6.4","104","1998","horror, mystery, sci_fi","91234","1998-11-12","http://www.imdb.com/title/tt0133751/"
"172","tt0288477","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Ghost Ship","Feature Film","Steve Beck","4","5.5","91","2002","horror","75147","2002-10-22","http://www.imdb.com/title/tt0288477/"
"173","tt0309593","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Final Destination 2","Feature Film","David R. Ellis","5","6.2","90","2003","horror","119502","2003-01-30","http://www.imdb.com/title/tt0309593/"
"174","tt0455760","Sun May 12 17:20:26 2013","Sun May 12 17:20:26 2013","","Dead Silence","Feature Film","James Wan","","6.2","89","2007","horror","64929","2007-03-16","http://www.imdb.com/title/tt0455760/"
"175","tt0800069","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","The Hills Have Eyes II","Feature Film","Martin Weisz","","5.1","89","2007","horror","49161","2007-03-16","http://www.imdb.com/title/tt0800069/"
"176","tt0498353","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Hostel: Part II","Feature Film","Eli Roth","","5.4","94","2007","horror","69271","2007-06-07","http://www.imdb.com/title/tt0498353/"
"177","tt0890870","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Saw IV","Feature Film","Darren Lynn Bousman","","5.9","93","2007","horror, mystery","109806","2007-10-25","http://www.imdb.com/title/tt0890870/"
"178","tt1082868","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Quarantine","Feature Film","John Erick Dowdle","","6.0","89","2008","horror, sci_fi, thriller","56971","2008-10-10","http://www.imdb.com/title/tt1082868/"
"179","tt0963794","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","The Ruins","Feature Film","Carter Smith","","5.9","90","2008","horror","59522","2008-04-02","http://www.imdb.com/title/tt0963794/"
"180","tt1311067","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Halloween II","Feature Film","Rob Zombie","","4.9","105","2009","horror","35943","2009-08-28","http://www.imdb.com/title/tt1311067/"
"181","tt1767382","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Silent House","Feature Film","Chris Kentis, Laura Lau","","5.3","86","2011","adventure, drama, horror, mystery, thriller","18370","2011-01-21","http://www.imdb.com/title/tt1767382/"
"182","tt1438173","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Bait","Feature Film","Kimble Rendall","","5.2","93","2012","horror","11266","2012-09-05","http://www.imdb.com/title/tt1438173/"
"183","tt1756799","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","The Day","Feature Film","Doug Aarniokoski","","5.2","87","2011","action, drama, horror, sci_fi, thriller","10485","2011-09-16","http://www.imdb.com/title/tt1756799/"
"184","tt1530509","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","The Human Centipede II (Full Sequence)","Feature Film","Tom Six","","3.9","91","2011","horror","26537","2011-09-22","http://www.imdb.com/title/tt1530509/"
"185","tt0830558","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","The Girl Next Door","Feature Film","Gregory M. Wilson","","6.7","91","2007","crime, drama, horror, thriller","18137","2007-07-19","http://www.imdb.com/title/tt0830558/"
"186","tt0072271","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","The Texas Chain Saw Massacre","Feature Film","Tobe Hooper","6","7.5","83","1974","horror","95108","1974-10-01","http://www.imdb.com/title/tt0072271/"
"187","tt0075005","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","The Omen","Feature Film","Richard Donner","8","7.6","111","1976","fantasy, horror, mystery","79941","1976-06-06","http://www.imdb.com/title/tt0075005/"
"188","tt0080761","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Friday the 13th","Feature Film","Sean S. Cunningham","7","6.5","95","1980","horror, mystery, thriller","81340","1980-05-09","http://www.imdb.com/title/tt0080761/"
"189","tt0098084","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Pet Sematary","Feature Film","Mary Lambert","6","6.6","103","1989","fantasy, horror","62901","1989-04-21","http://www.imdb.com/title/tt0098084/"
"190","tt0099871","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Jacob's Ladder","Feature Film","Adrian Lyne","8","7.5","113","1990","drama, horror, mystery","75092","1990-11-02","http://www.imdb.com/title/tt0099871/"
"191","tt0115963","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","The Craft","Feature Film","Andrew Fleming","","6.2","101","1996","drama, fantasy, horror, thriller","56418","1996-05-03","http://www.imdb.com/title/tt0115963/"
"192","tt0161081","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","What Lies Beneath","Feature Film","Robert Zemeckis","5","6.6","130","2000","drama, fantasy, horror, mystery, thriller","97749","2000-07-21","http://www.imdb.com/title/tt0161081/"
"193","tt0285531","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Dreamcatcher","Feature Film","Lawrence Kasdan","","5.5","136","2003","drama, horror, sci_fi, thriller","74838","2003-03-06","http://www.imdb.com/title/tt0285531/"
"194","tt0382077","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Hide and Seek","Feature Film","John Polson","5","5.9","101","2005","drama, horror, thriller","69721","2005-01-27","http://www.imdb.com/title/tt0382077/"
"195","tt0450345","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","The Wicker Man","Feature Film","Neil LaBute","","3.6","102","2006","mystery, thriller","52718","2006-08-31","http://www.imdb.com/title/tt0450345/"
"196","tt0452702","Sun May 12 17:20:27 2013","Sun May 12 17:20:27 2013","","Vacancy","Feature Film","Nimród Antal","6","6.2","85","2007","horror, thriller","78186","2007-04-20","http://www.imdb.com/title/tt0452702/"
