"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"626","tt0095863","Sun May 12 17:22:00 2013","Sun May 12 17:22:00 2013","","Phantasm II","Feature Film","Don Coscarelli","6","6.5","97","1988","action, fantasy, horror, sci_fi, thriller","9367","1988-07-08","http://www.imdb.com/title/tt0095863/"
"627","tt0107254","Sun May 12 17:22:00 2013","Sun May 12 17:22:00 2013","","Jason Goes to Hell: The Final Friday","Feature Film","Adam Marcus","","4.3","87","1993","fantasy, horror, thriller","19069","1993-08-13","http://www.imdb.com/title/tt0107254/"
"628","tt0475937","Sun May 12 17:22:00 2013","Sun May 12 17:22:00 2013","","The Abandoned","Feature Film","Nacho Cerdà","","5.6","99","2006","horror, mystery, thriller","10979","2006-09-11","http://www.imdb.com/title/tt0475937/"
"629","tt1418349","Sun May 12 17:22:00 2013","Sun May 12 17:22:00 2013","","Freezing People Is Easy","Feature Film","Errol Morris","","","","????","comedy, drama, horror, sci_fi, thriller","","","http://www.imdb.com/title/tt1418349/"
"630","tt0988043","Sun May 12 17:22:00 2013","Sun May 12 17:22:00 2013","","One-Eyed Monster","Feature Film","Adam Fields","","4.2","84","2008","comedy, horror, sci_fi","2014","2008-11-11","http://www.imdb.com/title/tt0988043/"
"631","tt0411267","Sun May 12 17:22:00 2013","Sun May 12 17:22:00 2013","","The Dark","Feature Film","John Fawcett","","5.4","93","2005","horror, mystery, thriller","9163","2005-05","http://www.imdb.com/title/tt0411267/"
"632","tt0380066","Sun May 12 17:22:00 2013","Sun May 12 17:22:00 2013","","The Woods","Feature Film","Lucky McKee","","5.7","91","2006","horror, mystery, thriller","8951","2006-04-24","http://www.imdb.com/title/tt0380066/"
"633","tt0817228","Sun May 12 17:22:00 2013","Sun May 12 17:22:00 2013","","The Tattooist","Feature Film","Peter Burger","","5.1","92","2007","horror, thriller","2720","2007-10","http://www.imdb.com/title/tt0817228/"
"634","tt0497323","Sun May 12 17:22:00 2013","Sun May 12 17:22:00 2013","","Anamorph","Feature Film","H.S. Miller","","5.5","107","2007","crime, horror, thriller","8041","2007-09-21","http://www.imdb.com/title/tt0497323/"
"635","tt0290747","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Man-Thing","Feature Film","Brett Leonard","","4.1","97","2005","action, adventure, horror, sci_fi","4797","2005-04-21","http://www.imdb.com/title/tt0290747/"
"636","tt1063056","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","From Within","Feature Film","Phedon Papamichael","","5.7","89","2008","horror, mystery, thriller","5624","2008-04-25","http://www.imdb.com/title/tt1063056/"
"637","tt0974977","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Bad Biology","Feature Film","Frank Henenlotter","","4.7","84","2008","horror","3113","2008-04-04","http://www.imdb.com/title/tt0974977/"
"638","tt0275773","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Versus","Feature Film","Ryûhei Kitamura","","6.6","119","2000","action, fantasy, horror","11110","2000-10-29","http://www.imdb.com/title/tt0275773/"
"639","tt0117826","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Bordello of Blood","Feature Film","Gilbert Adler","","5.2","87","1996","comedy, fantasy, horror","10491","1996-08-16","http://www.imdb.com/title/tt0117826/"
"640","tt0097136","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Cutting Class","Feature Film","Rospo Pallenberg","","4.2","91","1989","comedy, crime, horror, mystery, thriller","3232","1989-07","http://www.imdb.com/title/tt0097136/"
"641","tt0098354","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Society","Feature Film","Brian Yuzna","","6.6","99","1989","comedy, horror","6777","1989-05-13","http://www.imdb.com/title/tt0098354/"
"642","tt0091630","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Night of the Creeps","Feature Film","Fred Dekker","","6.8","88","1986","comedy, horror, sci_fi","14305","1986-08-22","http://www.imdb.com/title/tt0091630/"
"643","tt0093624","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Night of the Demons","Feature Film","Kevin S. Tenney","","6.3","90","1988","horror","8793","1988-04-27","http://www.imdb.com/title/tt0093624/"
"644","tt1935897","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Amityville: The Awakening","Feature Film","Franck Khalfoun","","","","2017","horror, thriller","","2017-01-06","http://www.imdb.com/title/tt1935897/"
"645","tt0070698","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Sisters","Feature Film","Brian De Palma","","7.0","93","1973","horror, thriller","10536","1973-03-27","http://www.imdb.com/title/tt0070698/"
"646","tt0073705","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Shivers","Feature Film","David Cronenberg","","6.6","87","1975","horror, sci_fi","12009","1975-10-10","http://www.imdb.com/title/tt0073705/"
"647","tt0080391","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Attack of the Killer Tomatoes!","Feature Film","John De Bello","","4.6","83","1978","adventure, comedy, horror, musical, sci_fi","9583","1978-10-08","http://www.imdb.com/title/tt0080391/"
"648","tt0079073","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Dracula","Feature Film","John Badham","","6.4","109","1979","horror, romance","6841","1979-07-13","http://www.imdb.com/title/tt0079073/"
"649","tt0095304","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","High Spirits","Feature Film","Neil Jordan","","5.7","99","1988","comedy, fantasy, horror, romance","6367","1988-11-18","http://www.imdb.com/title/tt0095304/"
"650","tt0095990","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Return of the Living Dead II","Feature Film","Ken Wiederhorn","","5.8","89","1988","comedy, horror, sci_fi","13720","1988-01-08","http://www.imdb.com/title/tt0095990/"
"651","tt0098320","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Shocker","Feature Film","Wes Craven","","5.4","109","1989","comedy, horror, thriller","11240","1989-10-27","http://www.imdb.com/title/tt0098320/"
"652","tt0097368","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","The Fly II","Feature Film","Chris Walas","4","4.9","105","1989","horror, sci_fi","16475","1989-02-10","http://www.imdb.com/title/tt0097368/"
"653","tt0100740","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Tales from the Darkside: The Movie","Feature Film","John Harrison","","6.2","93","1990","comedy, fantasy, horror, thriller","10659","1990-05-04","http://www.imdb.com/title/tt0100740/"
"654","tt0105459","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Split Second","Feature Film","Tony Maylam","","6.2","90","1992","action, crime, horror, sci_fi, thriller","8283","1992-03","http://www.imdb.com/title/tt0105459/"
"655","tt0113690","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Lord of Illusions","Feature Film","Clive Barker","","6.0","109","1995","horror, mystery, thriller","11037","1995-08-25","http://www.imdb.com/title/tt0113690/"
"656","tt0192731","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Urban Legends: Final Cut","Feature Film","John Ottman","","4.1","97","2000","horror, mystery, thriller","12957","2000-09-19","http://www.imdb.com/title/tt0192731/"
"657","tt0310357","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Willard","Feature Film","Glen Morgan","","6.2","100","2003","drama, horror, sci_fi, thriller","15087","2003-03-14","http://www.imdb.com/title/tt0310357/"
"658","tt1172060","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","It's Alive","Feature Film","Josef Rusnak","","3.5","80","2008","horror, sci_fi","2275","2008","http://www.imdb.com/title/tt1172060/"
"659","tt1185264","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Red Mist","Feature Film","Paddy Breathnach","","5.0","82","2008","horror, thriller","2303","2008-08-22","http://www.imdb.com/title/tt1185264/"
"660","tt0264323","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","2001 Maniacs","Feature Film","Tim Sullivan","","5.4","87","2005","comedy, horror","10289","2005-07-09","http://www.imdb.com/title/tt0264323/"
"661","tt0478126","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Cthulhu","Feature Film","Daniel Gildark","","4.7","100","2007","drama, horror, thriller","1507","2007-06-14","http://www.imdb.com/title/tt0478126/"
"662","tt1015474","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Train","Feature Film","Gideon Raff","","4.8","94","2008","horror, thriller","4739","2008-10-16","http://www.imdb.com/title/tt1015474/"
"663","tt0367153","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Toolbox Murders","Feature Film","Tobe Hooper","","5.3","95","2004","horror, mystery, thriller","6707","2004-03-19","http://www.imdb.com/title/tt0367153/"
"664","tt0819755","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Babysitter Wanted","Feature Film","Jonas Barnes, Michael Manasseri","","5.5","93","2008","horror, thriller","5960","2008-07-17","http://www.imdb.com/title/tt0819755/"
"665","tt0339840","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Undead","Feature Film","The Spierig Brothers, The Spierig Brothers","","5.5","104","2003","action, comedy, horror, sci_fi","11418","2003-02-27","http://www.imdb.com/title/tt0339840/"
"666","tt0107953","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Return of the Living Dead III","Feature Film","Brian Yuzna","","5.9","97","1993","horror, sci_fi","10070","1993-08","http://www.imdb.com/title/tt0107953/"
"667","tt0094793","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Brain Damage","Feature Film","Frank Henenlotter","","6.7","84","1988","comedy, horror","6038","1988-01","http://www.imdb.com/title/tt0094793/"
"668","tt0084745","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Swamp Thing","Feature Film","Wes Craven","","5.4","91","1982","horror, sci_fi","9247","1982-02-19","http://www.imdb.com/title/tt0084745/"
"669","tt0083624","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Basket Case","Feature Film","Frank Henenlotter","","6.1","91","1982","comedy, horror","11258","1982-04-02","http://www.imdb.com/title/tt0083624/"
"670","tt2300975","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Jessabelle","Feature Film","Kevin Greutert","","5.4","90","2014","horror, thriller","16244","2014-11-06","http://www.imdb.com/title/tt2300975/"
"671","tt0076221","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Jabberwocky","Feature Film","Terry Gilliam","","6.2","105","1977","adventure, comedy, fantasy","9984","1977-03-28","http://www.imdb.com/title/tt0076221/"
"672","tt0094919","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Critters 2","Feature Film","Mick Garris","","5.3","86","1988","comedy, horror, sci_fi, thriller","10076","1988-04-29","http://www.imdb.com/title/tt0094919/"
"673","tt0106557","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Children of the Corn II: The Final Sacrifice","Feature Film","David F. Price","","4.2","92","1992","horror, thriller","5782","1992-10-10","http://www.imdb.com/title/tt0106557/"
"674","tt0109327","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Brainscan","Feature Film","John Flynn","","6.1","96","1994","comedy, horror, sci_fi, thriller","8202","1994-04-22","http://www.imdb.com/title/tt0109327/"
"675","tt0985025","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Dark Floors","Feature Film","Pete Riski, Alan Smithee","","4.5","85","2008","fantasy, horror, thriller","5692","2008-02-06","http://www.imdb.com/title/tt0985025/"
"676","tt0900357","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Boogeyman 2","Feature Film","Jeff Betancourt","","5.2","93","2007","drama, horror, thriller","6346","2007-10-20","http://www.imdb.com/title/tt0900357/"
"677","tt0780583","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Flight of the Living Dead","Feature Film","Scott Thomas","","5.2","94","2007","action, horror, sci_fi","8004","2007-03-21","http://www.imdb.com/title/tt0780583/"
"678","tt0876294","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","The Zombie Diaries","Feature Film","Michael Bartlett, Kevin Gates","","4.1","85","2006","horror, sci_fi","4211","2006-10-29","http://www.imdb.com/title/tt0876294/"
"679","tt0371739","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","The Zodiac","Feature Film","Alexander Bulkley","","5.4","92","2005","crime, drama, horror, mystery, thriller","6175","2005-07-31","http://www.imdb.com/title/tt0371739/"
"680","tt0353489","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Ginger Snaps 2: Unleashed","Feature Film","Brett Sullivan","","6.5","94","2004","horror, thriller","10207","2004-01-30","http://www.imdb.com/title/tt0353489/"
"681","tt0816539","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Jack Brooks: Monster Slayer","Feature Film","Jon Knautz","","6.0","85","2007","action, comedy, horror","5150","2007-10-09","http://www.imdb.com/title/tt0816539/"
"682","tt0377749","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Dead Birds","Feature Film","Alex Turner","","5.7","91","2004","horror, thriller, western","8032","2004-09-13","http://www.imdb.com/title/tt0377749/"
"683","tt0460898","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Pervert!","Feature Film","Jonathan Yudis","","4.7","81","2005","comedy, horror","2035","2005-02-12","http://www.imdb.com/title/tt0460898/"
"684","tt1093369","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Hush","Feature Film","Mark Tonderai","","6.0","91","2008","horror, thriller","5628","2008-08-15","http://www.imdb.com/title/tt1093369/"
"685","tt0996967","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Otis","Feature Film","Tony Krantz","","6.1","100","2008","comedy, crime, horror, thriller","4359","2008-03-07","http://www.imdb.com/title/tt0996967/"
"686","tt0280969","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","My Little Eye","Feature Film","Marc Evans","","5.6","95","2002","horror, mystery, thriller","10178","2002-09-10","http://www.imdb.com/title/tt0280969/"
"687","tt0120604","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Beowulf","Feature Film","Graham Baker","","4.0","95","1999","action, adventure, fantasy, horror, sci_fi, thriller","9659","1999-03-31","http://www.imdb.com/title/tt0120604/"
"688","tt0286306","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Deathwatch","Feature Film","Michael J. Bassett","5","6.0","94","2002","drama, horror, war, thriller","8929","2002-10-06","http://www.imdb.com/title/tt0286306/"
"689","tt0119784","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","The Night Flier","Feature Film","Mark Pavia","6","5.9","94","1997","fantasy, horror, mystery","6981","1997-04-30","http://www.imdb.com/title/tt0119784/"
"690","tt0095583","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Maniac Cop","Feature Film","William Lustig","","6.0","85","1988","action, crime, horror, mystery","9549","1988-03","http://www.imdb.com/title/tt0095583/"
"691","tt0087015","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","C.H.U.D.","Feature Film","Douglas Cheek","","5.5","88","1984","horror, sci_fi","7432","1984-08-31","http://www.imdb.com/title/tt0087015/"
"692","tt0082498","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Happy Birthday to Me","Feature Film","J. Lee Thompson","","6.0","110","1981","horror, mystery, thriller","5471","1981-05-15","http://www.imdb.com/title/tt0082498/"
"693","tt0076683","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","The Sentinel","Feature Film","Michael Winner","","6.4","92","1977","horror","6238","1977-01-07","http://www.imdb.com/title/tt0076683/"
"694","tt0081184","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Motel Hell","Feature Film","Kevin Connor","","6.0","101","1980","comedy, horror, thriller","6652","1980-08-14","http://www.imdb.com/title/tt0081184/"
"695","tt0090917","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Deadly Friend","Feature Film","Wes Craven","","5.5","91","1986","drama, horror, sci_fi, thriller","4858","1986-10-10","http://www.imdb.com/title/tt0090917/"
"696","tt0092147","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Vamp","Feature Film","Richard Wenk","","5.8","93","1986","comedy, horror","3511","1986-07-18","http://www.imdb.com/title/tt0092147/"
"697","tt0095652","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Monkey Shines","Feature Film","George A. Romero","","6.2","113","1988","drama, horror, sci_fi, thriller","7754","1988-07-29","http://www.imdb.com/title/tt0095652/"
"698","tt0097179","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","DeepStar Six","Feature Film","Sean S. Cunningham","","5.2","105","1989","action, horror, sci_fi, thriller","6968","1989-01-13","http://www.imdb.com/title/tt0097179/"
"699","tt0099710","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","The Guardian","Feature Film","William Friedkin","","5.3","92","1990","drama, horror, mystery, thriller","3584","1990-04-27","http://www.imdb.com/title/tt0099710/"
"700","tt0758781","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Seed","Feature Film","Uwe Boll","","3.0","90","2006","horror","6041","2006-11-03","http://www.imdb.com/title/tt0758781/"
"701","tt0395585","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","House of 9","Feature Film","Steven R. Monroe","","5.6","86","2005","drama, horror, mystery, thriller","7377","2005-06-19","http://www.imdb.com/title/tt0395585/"
"702","tt1087853","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Gutterballs","Feature Film","Ryan Nicholson","","4.8","96","2008","comedy, horror, sport","2402","2008-01-18","http://www.imdb.com/title/tt1087853/"
"703","tt0099277","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Class of 1999","Feature Film","Mark L. Lester","","5.8","99","1989","action, horror, sci_fi","4517","1989-10","http://www.imdb.com/title/tt0099277/"
"704","tt0088967","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Crimewave","Feature Film","Sam Raimi","","5.8","83","1985","comedy, crime","4109","1985-04-12","http://www.imdb.com/title/tt0088967/"
"705","tt0080934","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","The Island","Feature Film","Michael Ritchie","","5.2","109","1980","action, adventure, drama, horror, mystery, thriller","2836","1980-06-13","http://www.imdb.com/title/tt0080934/"
"706","tt0080354","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Alligator","Feature Film","Lewis Teague","4","5.9","91","1980","horror, sci_fi","7806","1980-07-02","http://www.imdb.com/title/tt0080354/"
"707","tt0081383","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Prom Night","Feature Film","Paul Lynch","","5.4","92","1980","horror, thriller","10208","1980-07-18","http://www.imdb.com/title/tt0081383/"
"708","tt0076504","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Orca","Feature Film","Michael Anderson","","5.6","92","1977","adventure, horror","7800","1977-07-15","http://www.imdb.com/title/tt0076504/"
"709","tt0090196","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Transylvania 6-5000","Feature Film","Rudy De Luca","","4.9","93","1985","comedy, fantasy, horror","4959","1985-11-08","http://www.imdb.com/title/tt0090196/"
"710","tt0936471","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Transylmania","Feature Film","David Hillenbrand, Scott Hillenbrand","","3.8","92","2009","comedy, horror","2294","2009-11-18","http://www.imdb.com/title/tt0936471/"
"711","tt0088117","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Silent Night, Deadly Night","Feature Film","Charles E. Sellier Jr.","","5.9","79","1984","horror, thriller","8997","1984-11-09","http://www.imdb.com/title/tt0088117/"
"712","tt0081738","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","The Watcher in the Woods","Feature Film","John Hough","","6.5","84","1980","family, horror, mystery, thriller","3874","1980-04-17","http://www.imdb.com/title/tt0081738/"
"713","tt0067656","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","A Bay of Blood","Feature Film","Mario Bava","","6.7","84","1971","horror, mystery, thriller","5907","1971-09-08","http://www.imdb.com/title/tt0067656/"
"714","tt0068713","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Horror Express","Feature Film","Gene Martin","","6.6","84","1972","horror, sci_fi","5959","1972-09-30","http://www.imdb.com/title/tt0068713/"
"715","tt0089274","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","The Hills Have Eyes Part II","Feature Film","Wes Craven","","3.7","86","1984","horror, thriller","4075","1984-06","http://www.imdb.com/title/tt0089274/"
"716","tt0071431","Sun May 12 17:22:01 2013","Sun May 12 17:22:01 2013","","Let Sleeping Corpses Lie","Feature Film","Jorge Grau","","6.9","95","1974","horror, sci_fi","5521","1974-09-30","http://www.imdb.com/title/tt0071431/"
"717","tt0212879","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Citizen Toxie: The Toxic Avenger IV","Feature Film","Lloyd Kaufman","","6.4","109","2000","action, comedy, horror, sci_fi","4034","2000-10-08","http://www.imdb.com/title/tt0212879/"
"718","tt0077904","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","The Manitou","Feature Film","William Girdler","","5.1","104","1978","horror","1904","1978-04-15","http://www.imdb.com/title/tt0077904/"
"719","tt0098503","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","The Toxic Avenger Part II","Feature Film","Michael Herz, Lloyd Kaufman","","5.1","102","1989","action, comedy, horror, sci_fi","4595","1989-02-24","http://www.imdb.com/title/tt0098503/"
"720","tt0088961","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Creature","Feature Film","William Malone","","4.2","97","1985","horror, sci_fi","2308","1985-03","http://www.imdb.com/title/tt0088961/"
"721","tt0412798","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Half Light","Feature Film","Craig Rosenberg","","6.0","110","2006","drama, horror, mystery, romance, thriller","11226","2006-01-17","http://www.imdb.com/title/tt0412798/"
"722","tt0464196","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Severance","Feature Film","Christopher Smith","","6.6","96","2006","comedy, horror, thriller","31676","2006-07-18","http://www.imdb.com/title/tt0464196/"
"723","tt0229260","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Book of Shadows: Blair Witch 2","Feature Film","Joe Berlinger","","4.0","90","2000","adventure, fantasy, horror, mystery, thriller","28634","2000-10-27","http://www.imdb.com/title/tt0229260/"
"724","tt0816436","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Black Water","Feature Film","David Nerlich, Andrew Traucki","","6.0","90","2007","action, drama, horror, thriller","9361","2007-08-03","http://www.imdb.com/title/tt0816436/"
"725","tt0116075","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","The Dentist","Feature Film","Brian Yuzna","","5.1","92","1996","horror","6300","1996-06","http://www.imdb.com/title/tt0116075/"
"726","tt0105128","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Pet Sematary II","Feature Film","Mary Lambert","","4.7","100","1992","fantasy, horror","13312","1992-08-28","http://www.imdb.com/title/tt0105128/"
"727","tt0837796","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","House","Feature Film","Robby Henson","","4.7","88","2008","drama, horror, thriller","5088","2008-11-07","http://www.imdb.com/title/tt0837796/"
"728","tt0085780","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","The Keep","Feature Film","Michael Mann","","5.8","96","1983","horror","8166","1983-12-16","http://www.imdb.com/title/tt0085780/"
"729","tt0082118","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","The Burning","Feature Film","Tony Maylam","","6.5","91","1981","horror","10170","1981-05-08","http://www.imdb.com/title/tt0082118/"
"730","tt0816556","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Lake Mungo","Feature Film","Joel Anderson","","6.1","87","2008","drama, horror, mystery, thriller","9269","2008-06-18","http://www.imdb.com/title/tt0816556/"
"731","tt0080904","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Humanoids from the Deep","Feature Film","Barbara Peeters","","5.7","80","1980","horror, sci_fi","4730","1980-05","http://www.imdb.com/title/tt0080904/"
"732","tt0084777","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Tenebre","Feature Film","Dario Argento","","7.2","101","1982","horror, mystery, thriller","14102","1982-10-28","http://www.imdb.com/title/tt0084777/"
"733","tt0083133","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Student Bodies","Feature Film","Mickey Rose","","5.7","86","1981","comedy, horror","3261","1981-08-07","http://www.imdb.com/title/tt0083133/"
"734","tt0066518","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","The Vampire Lovers","Feature Film","Roy Ward Baker","","6.6","91","1970","horror","3706","1970-10-04","http://www.imdb.com/title/tt0066518/"
"735","tt0082245","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Deadly Blessing","Feature Film","Wes Craven","","5.5","100","1981","horror","3207","1981-08-14","http://www.imdb.com/title/tt0082245/"
"736","tt0071276","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Captain Kronos - Vampire Hunter","Feature Film","Brian Clemens","","6.6","91","1974","horror","2933","1974-04-07","http://www.imdb.com/title/tt0071276/"
"737","tt0099763","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Henry: Portrait of a Serial Killer","Feature Film","John McNaughton","","7.0","83","1986","biography, crime, drama, horror, thriller","23021","1986-09-24","http://www.imdb.com/title/tt0099763/"
"738","tt0082334","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","The Entity","Feature Film","Sidney J. Furie","","6.6","125","1982","biography, drama, horror","10940","1982-09-30","http://www.imdb.com/title/tt0082334/"
"739","tt0285728","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Dahmer","Feature Film","David Jacobson","","5.6","101","2002","biography, crime, drama, horror, thriller","7447","2002-06-21","http://www.imdb.com/title/tt0285728/"
"740","tt0097100","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Communion","Feature Film","Philippe Mora","","5.7","107","1989","biography, drama, horror, sci_fi, thriller","4094","1989-11-10","http://www.imdb.com/title/tt0097100/"
"741","tt0230169","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Ed Gein","Feature Film","Chuck Parello","","5.6","89","2000","biography, crime, drama, horror, thriller","4338","2000-10","http://www.imdb.com/title/tt0230169/"
"742","tt0496634","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","The Countess","Feature Film","Julie Delpy","","6.3","98","2009","biography, drama, history, horror, thriller","6214","2009-02-09","http://www.imdb.com/title/tt0496634/"
"743","tt1109583","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Fear Island","TV Movie","Michael Storey","","5.2","95","2009","horror, mystery, thriller","3054","2009-09-08","http://www.imdb.com/title/tt1109583/"
"744","tt0974583","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Lake Placid 2","TV Movie","David Flores","","3.1","88","2007","horror, sci_fi","4755","2007-04-28","http://www.imdb.com/title/tt0974583/"
"745","tt0079844","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Salem's Lot","TV Series","Tobe Hooper","","6.8","184","1979","fantasy, horror","14272","1979-11-17","http://www.imdb.com/title/tt0079844/"
